---- Graph coloring program ----
N: 500 int
125(C) 296(C) 0
426(C) 287(C) 0
57(C) 243(C) 0
300(C) 120(C) 0
429(C) 464(C) 0
429(C) 204(C) 0
141(C) 417(C) 0
39(C) 447(C) 0
182(C) 467(C) 0
87(C) 229(C) 0
56(C) 276(C) 0
123(C) 235(C) 0
278(C) 483(C) 0
240(C) 416(C) 0
212(C) 304(C) 0
14(C) 413(C) 0
440(C) 198(C) 0
299(C) 457(C) 0
347(C) 411(C) 0
365(C) 404(C) 0
422(C) 408(C) 0
438(C) 229(C) 0
490(C) 465(C) 0
196(C) 70(C) 0
196(C) 443(C) 0
487(C) 230(C) 0
261(C) 197(C) 0
81(C) 108(C) 0
13(C) 211(C) 0
113(C) 479(C) 0
18(C) 248(C) 0
170(C) 445(C) 0
257(C) 156(C) 0
69(C) 72(C) 0
444(C) 101(C) 0
456(C) 254(C) 0
294(C) 492(C) 0
66(C) 254(C) 0
120(C) 62(C) 0
55(C) 391(C) 0
184(C) 16(C) 0
225(C) 122(C) 0
6(C) 352(C) 0
25(C) 193(C) 0
98(C) 37(C) 0
481(C) 292(C) 0
53(C) 394(C) 0
492(C) 86(C) 0
191(C) 323(C) 0
341(C) 429(C) 0
252(C) 40(C) 0
43(C) 360(C) 0
17(C) 79(C) 0
345(C) 175(C) 0
381(C) 108(C) 0
270(C) 156(C) 0
465(C) 295(C) 0
305(C) 50(C) 0
385(C) 89(C) 0
25(C) 344(C) 0
170(C) 70(C) 0
490(C) 200(C) 0
17(C) 219(C) 0
53(C) 358(C) 0
416(C) 213(C) 0
337(C) 359(C) 0
231(C) 162(C) 0
410(C) 169(C) 0
222(C) 281(C) 0
184(C) 415(C) 0
63(C) 266(C) 0
47(C) 198(C) 0
372(C) 52(C) 0
201(C) 118(C) 0
271(C) 106(C) 0
178(C) 383(C) 0
64(C) 491(C) 0
226(C) 161(C) 0
392(C) 148(C) 0
11(C) 492(C) 0
11(C) 381(C) 0
144(C) 349(C) 0
133(C) 117(C) 0
212(C) 208(C) 0
396(C) 342(C) 0
172(C) 245(C) 0
100(C) 426(C) 0
258(C) 75(C) 0
262(C) 458(C) 0
157(C) 161(C) 0
344(C) 447(C) 0
171(C) 371(C) 0
482(C) 431(C) 0
365(C) 152(C) 0
265(C) 190(C) 0
137(C) 128(C) 0
78(C) 459(C) 0
422(C) 133(C) 0
440(C) 305(C) 0
30(C) 436(C) 0
287(C) 412(C) 0
344(C) 283(C) 0
306(C) 364(C) 0
185(C) 443(C) 0
410(C) 468(C) 0
138(C) 192(C) 0
475(C) 423(C) 0
77(C) 498(C) 0
199(C) 181(C) 0
187(C) 435(C) 0
411(C) 2(C) 0
293(C) 400(C) 0
432(C) 249(C) 0
114(C) 73(C) 0
271(C) 239(C) 0
79(C) 277(C) 0
426(C) 142(C) 0
396(C) 270(C) 0
365(C) 407(C) 0
120(C) 334(C) 0
244(C) 493(C) 0
271(C) 402(C) 0
246(C) 305(C) 0
2(C) 357(C) 0
149(C) 197(C) 0
454(C) 489(C) 0
138(C) 425(C) 0
105(C) 271(C) 0
63(C) 17(C) 0
84(C) 158(C) 0
28(C) 197(C) 0
416(C) 392(C) 0
148(C) 222(C) 0
43(C) 139(C) 0
432(C) 230(C) 0
106(C) 148(C) 0
306(C) 495(C) 0
53(C) 235(C) 0
488(C) 358(C) 0
18(C) 233(C) 0
221(C) 260(C) 0
438(C) 217(C) 0
319(C) 66(C) 0
454(C) 323(C) 0
189(C) 156(C) 0
273(C) 196(C) 0
294(C) 342(C) 0
461(C) 12(C) 0
194(C) 8(C) 0
321(C) 229(C) 0
110(C) 119(C) 0
250(C) 357(C) 0
339(C) 262(C) 0
178(C) 198(C) 0
35(C) 126(C) 0
316(C) 455(C) 0
233(C) 52(C) 0
347(C) 224(C) 0
345(C) 471(C) 0
194(C) 374(C) 0
397(C) 372(C) 0
30(C) 128(C) 0
232(C) 174(C) 0
453(C) 446(C) 0
210(C) 253(C) 0
413(C) 91(C) 0
213(C) 289(C) 0
376(C) 457(C) 0
409(C) 427(C) 0
33(C) 121(C) 0
387(C) 180(C) 0
120(C) 247(C) 0
376(C) 448(C) 0
278(C) 486(C) 0
178(C) 458(C) 0
97(C) 447(C) 0
221(C) 25(C) 0
23(C) 143(C) 0
157(C) 447(C) 0
458(C) 205(C) 0
68(C) 350(C) 0
310(C) 247(C) 0
14(C) 57(C) 0
491(C) 477(C) 0
256(C) 458(C) 0
323(C) 88(C) 0
136(C) 121(C) 0
84(C) 336(C) 0
410(C) 288(C) 0
478(C) 31(C) 0
141(C) 43(C) 0
491(C) 386(C) 0
62(C) 139(C) 0
62(C) 197(C) 0
223(C) 44(C) 0
467(C) 411(C) 0
64(C) 216(C) 0
466(C) 414(C) 0
339(C) 352(C) 0
236(C) 343(C) 0
132(C) 207(C) 0
365(C) 387(C) 0
416(C) 52(C) 0
487(C) 82(C) 0
261(C) 198(C) 0
161(C) 124(C) 0
476(C) 175(C) 0
342(C) 118(C) 0
109(C) 280(C) 0
177(C) 50(C) 0
299(C) 75(C) 0
286(C) 27(C) 0
160(C) 291(C) 0
160(C) 414(C) 0
445(C) 70(C) 0
166(C) 168(C) 0
7(C) 323(C) 0
265(C) 456(C) 0
442(C) 43(C) 0
263(C) 264(C) 0
52(C) 89(C) 0
286(C) 226(C) 0
472(C) 344(C) 0
265(C) 14(C) 0
241(C) 224(C) 0
458(C) 6(C) 0
238(C) 25(C) 0
45(C) 366(C) 0
208(C) 193(C) 0
442(C) 206(C) 0
200(C) 412(C) 0
246(C) 494(C) 0
166(C) 199(C) 0
47(C) 12(C) 0
306(C) 189(C) 0
411(C) 452(C) 0
188(C) 496(C) 0
166(C) 128(C) 0
418(C) 484(C) 0
105(C) 60(C) 0
345(C) 330(C) 0
417(C) 370(C) 0
223(C) 446(C) 0
378(C) 416(C) 0
457(C) 296(C) 0
269(C) 32(C) 0
56(C) 111(C) 0
276(C) 245(C) 0
324(C) 6(C) 0
132(C) 193(C) 0
164(C) 291(C) 0
298(C) 302(C) 0
372(C) 374(C) 0
76(C) 25(C) 0
357(C) 124(C) 0
62(C) 354(C) 0
435(C) 165(C) 0
269(C) 330(C) 0
84(C) 246(C) 0
331(C) 192(C) 0
249(C) 361(C) 0
370(C) 22(C) 0
443(C) 149(C) 0
396(C) 234(C) 0
102(C) 354(C) 0
232(C) 18(C) 0
189(C) 30(C) 0
260(C) 130(C) 0
257(C) 106(C) 0
143(C) 249(C) 0
316(C) 25(C) 0
490(C) 83(C) 0
64(C) 318(C) 0
132(C) 465(C) 0
43(C) 202(C) 0
83(C) 50(C) 0
110(C) 71(C) 0
104(C) 51(C) 0
86(C) 81(C) 0
179(C) 216(C) 0
490(C) 293(C) 0
305(C) 119(C) 0
13(C) 4(C) 0
464(C) 181(C) 0
70(C) 209(C) 0
187(C) 16(C) 0
231(C) 293(C) 0
27(C) 483(C) 0
111(C) 184(C) 0
315(C) 361(C) 0
268(C) 177(C) 0
175(C) 162(C) 0
170(C) 461(C) 0
328(C) 379(C) 0
339(C) 86(C) 0
14(C) 115(C) 0
270(C) 314(C) 0
297(C) 259(C) 0
79(C) 439(C) 0
47(C) 165(C) 0
232(C) 441(C) 0
14(C) 414(C) 0
35(C) 12(C) 0
265(C) 6(C) 0
90(C) 255(C) 0
262(C) 216(C) 0
462(C) 445(C) 0
348(C) 394(C) 0
322(C) 316(C) 0
276(C) 445(C) 0
13(C) 439(C) 0
461(C) 473(C) 0
60(C) 46(C) 0
405(C) 179(C) 0
286(C) 216(C) 0
470(C) 493(C) 0
130(C) 48(C) 0
299(C) 367(C) 0
311(C) 256(C) 0
492(C) 213(C) 0
468(C) 216(C) 0
266(C) 203(C) 0
240(C) 419(C) 0
189(C) 191(C) 0
4(C) 139(C) 0
332(C) 202(C) 0
424(C) 367(C) 0
457(C) 391(C) 0
323(C) 219(C) 0
418(C) 262(C) 0
272(C) 281(C) 0
292(C) 441(C) 0
395(C) 209(C) 0
166(C) 350(C) 0
166(C) 390(C) 0
324(C) 420(C) 0
84(C) 196(C) 0
78(C) 398(C) 0
67(C) 70(C) 0
19(C) 186(C) 0
481(C) 185(C) 0
396(C) 54(C) 0
498(C) 75(C) 0
72(C) 85(C) 0
98(C) 280(C) 0
437(C) 2(C) 0
17(C) 364(C) 0
64(C) 406(C) 0
308(C) 75(C) 0
90(C) 69(C) 0
462(C) 112(C) 0
207(C) 352(C) 0
127(C) 228(C) 0
342(C) 128(C) 0
299(C) 60(C) 0
453(C) 329(C) 0
39(C) 482(C) 0
189(C) 277(C) 0
206(C) 121(C) 0
487(C) 183(C) 0
159(C) 429(C) 0
279(C) 423(C) 0
237(C) 374(C) 0
19(C) 312(C) 0
362(C) 408(C) 0
367(C) 20(C) 0
49(C) 383(C) 0
388(C) 179(C) 0
262(C) 186(C) 0
244(C) 315(C) 0
500(C) 197(C) 0
44(C) 307(C) 0
405(C) 473(C) 0
414(C) 357(C) 0
127(C) 470(C) 0
102(C) 94(C) 0
341(C) 304(C) 0
267(C) 404(C) 0
449(C) 482(C) 0
60(C) 296(C) 0
478(C) 156(C) 0
18(C) 89(C) 0
380(C) 279(C) 0
194(C) 143(C) 0
415(C) 216(C) 0
40(C) 193(C) 0
413(C) 352(C) 0
75(C) 44(C) 0
286(C) 68(C) 0
275(C) 431(C) 0
421(C) 464(C) 0
185(C) 179(C) 0
273(C) 355(C) 0
40(C) 243(C) 0
359(C) 92(C) 0
153(C) 24(C) 0
223(C) 302(C) 0
74(C) 13(C) 0
76(C) 147(C) 0
363(C) 125(C) 0
416(C) 364(C) 0
345(C) 293(C) 0
39(C) 156(C) 0
437(C) 220(C) 0
210(C) 448(C) 0
401(C) 332(C) 0
310(C) 130(C) 0
172(C) 349(C) 0
138(C) 304(C) 0
146(C) 2(C) 0
397(C) 6(C) 0
425(C) 307(C) 0
265(C) 174(C) 0
188(C) 280(C) 0
348(C) 183(C) 0
414(C) 111(C) 0
127(C) 80(C) 0
411(C) 79(C) 0
19(C) 256(C) 0
237(C) 188(C) 0
309(C) 479(C) 0
265(C) 39(C) 0
424(C) 243(C) 0
367(C) 439(C) 0
123(C) 441(C) 0
127(C) 344(C) 0
199(C) 349(C) 0
271(C) 358(C) 0
397(C) 431(C) 0
178(C) 252(C) 0
188(C) 8(C) 0
112(C) 358(C) 0
340(C) 256(C) 0
172(C) 284(C) 0
173(C) 345(C) 0
419(C) 68(C) 0
400(C) 109(C) 0
164(C) 205(C) 0
438(C) 355(C) 0
319(C) 107(C) 0
84(C) 146(C) 0
257(C) 200(C) 0
292(C) 258(C) 0
299(C) 226(C) 0
166(C) 250(C) 0
93(C) 417(C) 0
141(C) 192(C) 0
25(C) 383(C) 0
161(C) 334(C) 0
362(C) 161(C) 0
311(C) 126(C) 0
214(C) 71(C) 0
67(C) 26(C) 0
173(C) 31(C) 0
322(C) 369(C) 0
453(C) 92(C) 0
173(C) 273(C) 0
492(C) 401(C) 0
178(C) 491(C) 0
355(C) 139(C) 0
426(C) 326(C) 0
164(C) 95(C) 0
131(C) 89(C) 0
58(C) 500(C) 0
377(C) 48(C) 0
459(C) 302(C) 0
160(C) 157(C) 0
137(C) 290(C) 0
210(C) 156(C) 0
295(C) 192(C) 0
50(C) 369(C) 0
155(C) 73(C) 0
95(C) 493(C) 0
253(C) 72(C) 0
11(C) 270(C) 0
173(C) 492(C) 0
463(C) 189(C) 0
68(C) 305(C) 0
328(C) 4(C) 0
47(C) 43(C) 0
194(C) 280(C) 0
465(C) 70(C) 0
76(C) 200(C) 0
417(C) 439(C) 0
367(C) 94(C) 0
199(C) 371(C) 0
429(C) 436(C) 0
494(C) 128(C) 0
393(C) 360(C) 0
210(C) 81(C) 0
400(C) 316(C) 0
86(C) 124(C) 0
436(C) 89(C) 0
437(C) 270(C) 0
300(C) 498(C) 0
259(C) 343(C) 0
331(C) 186(C) 0
181(C) 124(C) 0
78(C) 96(C) 0
17(C) 401(C) 0
29(C) 213(C) 0
370(C) 136(C) 0
6(C) 434(C) 0
367(C) 11(C) 0
269(C) 68(C) 0
163(C) 390(C) 0
260(C) 6(C) 0
9(C) 262(C) 0
387(C) 121(C) 0
138(C) 157(C) 0
55(C) 114(C) 0
485(C) 295(C) 0
105(C) 12(C) 0
47(C) 450(C) 0
293(C) 251(C) 0
23(C) 246(C) 0
109(C) 473(C) 0
93(C) 116(C) 0
393(C) 397(C) 0
132(C) 313(C) 0
298(C) 359(C) 0
497(C) 197(C) 0
311(C) 357(C) 0
55(C) 339(C) 0
30(C) 2(C) 0
483(C) 228(C) 0
60(C) 50(C) 0
276(C) 290(C) 0
159(C) 61(C) 0
356(C) 24(C) 0
87(C) 50(C) 0
412(C) 357(C) 0
176(C) 178(C) 0
221(C) 157(C) 0
39(C) 477(C) 0
143(C) 110(C) 0
478(C) 387(C) 0
308(C) 205(C) 0
11(C) 421(C) 0
134(C) 207(C) 0
49(C) 238(C) 0
285(C) 492(C) 0
343(C) 146(C) 0
428(C) 130(C) 0
234(C) 55(C) 0
417(C) 455(C) 0
441(C) 117(C) 0
342(C) 434(C) 0
465(C) 5(C) 0
179(C) 37(C) 0
177(C) 390(C) 0
170(C) 81(C) 0
32(C) 358(C) 0
77(C) 330(C) 0
400(C) 476(C) 0
381(C) 24(C) 0
480(C) 70(C) 0
303(C) 48(C) 0
19(C) 493(C) 0
372(C) 479(C) 0
191(C) 150(C) 0
52(C) 169(C) 0
377(C) 157(C) 0
363(C) 23(C) 0
138(C) 40(C) 0
312(C) 441(C) 0
200(C) 197(C) 0
167(C) 352(C) 0
310(C) 162(C) 0
65(C) 388(C) 0
241(C) 222(C) 0
62(C) 72(C) 0
167(C) 448(C) 0
98(C) 193(C) 0
45(C) 213(C) 0
18(C) 35(C) 0
461(C) 394(C) 0
248(C) 390(C) 0
67(C) 465(C) 0
258(C) 316(C) 0
287(C) 121(C) 0
4(C) 150(C) 0
415(C) 167(C) 0
377(C) 462(C) 0
261(C) 133(C) 0
160(C) 106(C) 0
242(C) 156(C) 0
439(C) 115(C) 0
300(C) 13(C) 0
354(C) 6(C) 0
200(C) 334(C) 0
491(C) 243(C) 0
375(C) 493(C) 0
337(C) 141(C) 0
234(C) 263(C) 0
27(C) 491(C) 0
146(C) 110(C) 0
363(C) 43(C) 0
138(C) 477(C) 0
343(C) 390(C) 0
87(C) 165(C) 0
63(C) 84(C) 0
113(C) 402(C) 0
285(C) 147(C) 0
266(C) 383(C) 0
363(C) 488(C) 0
429(C) 298(C) 0
469(C) 493(C) 0
332(C) 162(C) 0
264(C) 168(C) 0
189(C) 41(C) 0
112(C) 493(C) 0
130(C) 118(C) 0
382(C) 243(C) 0
131(C) 494(C) 0
173(C) 23(C) 0
408(C) 371(C) 0
408(C) 6(C) 0
408(C) 89(C) 0
375(C) 341(C) 0
51(C) 243(C) 0
177(C) 89(C) 0
407(C) 434(C) 0
3(C) 152(C) 0
494(C) 430(C) 0
172(C) 286(C) 0
440(C) 450(C) 0
92(C) 150(C) 0
415(C) 227(C) 0
123(C) 301(C) 0
480(C) 386(C) 0
292(C) 141(C) 0
271(C) 352(C) 0
343(C) 246(C) 0
90(C) 330(C) 0
346(C) 270(C) 0
438(C) 461(C) 0
221(C) 121(C) 0
1(C) 229(C) 0
433(C) 344(C) 0
100(C) 439(C) 0
306(C) 18(C) 0
489(C) 18(C) 0
144(C) 111(C) 0
244(C) 92(C) 0
212(C) 59(C) 0
466(C) 290(C) 0
455(C) 369(C) 0
376(C) 156(C) 0
378(C) 402(C) 0
422(C) 318(C) 0
312(C) 117(C) 0
470(C) 16(C) 0
257(C) 159(C) 0
467(C) 405(C) 0
261(C) 417(C) 0
389(C) 145(C) 0
467(C) 133(C) 0
453(C) 360(C) 0
488(C) 184(C) 0
380(C) 452(C) 0
422(C) 130(C) 0
217(C) 119(C) 0
375(C) 26(C) 0
259(C) 393(C) 0
431(C) 181(C) 0
21(C) 118(C) 0
356(C) 23(C) 0
464(C) 121(C) 0
57(C) 91(C) 0
438(C) 7(C) 0
188(C) 312(C) 0
440(C) 385(C) 0
260(C) 238(C) 0
487(C) 192(C) 0
499(C) 292(C) 0
331(C) 447(C) 0
67(C) 254(C) 0
460(C) 288(C) 0
199(C) 22(C) 0
181(C) 167(C) 0
495(C) 451(C) 0
233(C) 190(C) 0
88(C) 494(C) 0
263(C) 31(C) 0
273(C) 270(C) 0
260(C) 387(C) 0
446(C) 8(C) 0
313(C) 219(C) 0
309(C) 448(C) 0
176(C) 18(C) 0
141(C) 107(C) 0
112(C) 239(C) 0
491(C) 251(C) 0
347(C) 357(C) 0
234(C) 40(C) 0
36(C) 186(C) 0
324(C) 143(C) 0
264(C) 333(C) 0
361(C) 31(C) 0
274(C) 167(C) 0
475(C) 219(C) 0
499(C) 263(C) 0
29(C) 345(C) 0
240(C) 28(C) 0
194(C) 397(C) 0
118(C) 390(C) 0
265(C) 350(C) 0
64(C) 21(C) 0
176(C) 53(C) 0
65(C) 109(C) 0
64(C) 161(C) 0
204(C) 169(C) 0
452(C) 108(C) 0
207(C) 158(C) 0
452(C) 350(C) 0
442(C) 497(C) 0
392(C) 473(C) 0
312(C) 89(C) 0
147(C) 162(C) 0
164(C) 434(C) 0
457(C) 216(C) 0
364(C) 290(C) 0
324(C) 180(C) 0
261(C) 39(C) 0
79(C) 96(C) 0
160(C) 485(C) 0
273(C) 222(C) 0
217(C) 499(C) 0
320(C) 283(C) 0
64(C) 493(C) 0
339(C) 154(C) 0
141(C) 305(C) 0
498(C) 70(C) 0
445(C) 384(C) 0
81(C) 5(C) 0
15(C) 357(C) 0
96(C) 436(C) 0
210(C) 482(C) 0
372(C) 165(C) 0
72(C) 151(C) 0
102(C) 312(C) 0
86(C) 359(C) 0
94(C) 289(C) 0
11(C) 249(C) 0
418(C) 219(C) 0
233(C) 326(C) 0
234(C) 430(C) 0
178(C) 464(C) 0
464(C) 83(C) 0
228(C) 227(C) 0
16(C) 211(C) 0
185(C) 313(C) 0
402(C) 443(C) 0
307(C) 420(C) 0
172(C) 404(C) 0
58(C) 190(C) 0
123(C) 466(C) 0
259(C) 369(C) 0
235(C) 400(C) 0
163(C) 354(C) 0
284(C) 188(C) 0
338(C) 202(C) 0
225(C) 447(C) 0
104(C) 219(C) 0
134(C) 356(C) 0
414(C) 450(C) 0
266(C) 427(C) 0
474(C) 148(C) 0
419(C) 451(C) 0
247(C) 215(C) 0
361(C) 314(C) 0
484(C) 360(C) 0
68(C) 121(C) 0
150(C) 277(C) 0
309(C) 145(C) 0
123(C) 211(C) 0
113(C) 164(C) 0
160(C) 41(C) 0
500(C) 394(C) 0
212(C) 464(C) 0
487(C) 3(C) 0
300(C) 348(C) 0
315(C) 385(C) 0
335(C) 32(C) 0
45(C) 241(C) 0
11(C) 215(C) 0
207(C) 238(C) 0
7(C) 419(C) 0
489(C) 444(C) 0
96(C) 333(C) 0
80(C) 20(C) 0
298(C) 295(C) 0
280(C) 101(C) 0
487(C) 77(C) 0
265(C) 146(C) 0
471(C) 441(C) 0
264(C) 57(C) 0
333(C) 272(C) 0
324(C) 196(C) 0
345(C) 229(C) 0
171(C) 174(C) 0
346(C) 291(C) 0
35(C) 44(C) 0
78(C) 289(C) 0
327(C) 99(C) 0
410(C) 72(C) 0
7(C) 278(C) 0
84(C) 413(C) 0
173(C) 361(C) 0
401(C) 179(C) 0
300(C) 25(C) 0
102(C) 350(C) 0
27(C) 452(C) 0
393(C) 146(C) 0
90(C) 156(C) 0
292(C) 201(C) 0
222(C) 358(C) 0
100(C) 483(C) 0
250(C) 256(C) 0
283(C) 314(C) 0
325(C) 21(C) 0
284(C) 156(C) 0
322(C) 124(C) 0
357(C) 334(C) 0
299(C) 18(C) 0
478(C) 105(C) 0
339(C) 273(C) 0
1(C) 246(C) 0
309(C) 469(C) 0
203(C) 213(C) 0
67(C) 190(C) 0
285(C) 473(C) 0
69(C) 15(C) 0
487(C) 333(C) 0
13(C) 385(C) 0
22(C) 85(C) 0
189(C) 161(C) 0
157(C) 322(C) 0
108(C) 497(C) 0
32(C) 20(C) 0
58(C) 159(C) 0
77(C) 321(C) 0
221(C) 179(C) 0
245(C) 370(C) 0
241(C) 430(C) 0
225(C) 16(C) 0
286(C) 218(C) 0
187(C) 191(C) 0
275(C) 225(C) 0
9(C) 215(C) 0
144(C) 258(C) 0
24(C) 314(C) 0
297(C) 87(C) 0
155(C) 465(C) 0
429(C) 160(C) 0
343(C) 382(C) 0
195(C) 434(C) 0
190(C) 72(C) 0
316(C) 230(C) 0
340(C) 335(C) 0
421(C) 330(C) 0
259(C) 62(C) 0
464(C) 211(C) 0
372(C) 201(C) 0
424(C) 104(C) 0
187(C) 457(C) 0
208(C) 23(C) 0
3(C) 497(C) 0
137(C) 491(C) 0
212(C) 207(C) 0
319(C) 408(C) 0
376(C) 33(C) 0
377(C) 342(C) 0
196(C) 213(C) 0
272(C) 230(C) 0
76(C) 234(C) 0
56(C) 473(C) 0
49(C) 452(C) 0
325(C) 233(C) 0
263(C) 101(C) 0
35(C) 247(C) 0
223(C) 312(C) 0
317(C) 464(C) 0
51(C) 33(C) 0
232(C) 92(C) 0
432(C) 243(C) 0
344(C) 314(C) 0
428(C) 181(C) 0
234(C) 349(C) 0
263(C) 10(C) 0
221(C) 485(C) 0
333(C) 81(C) 0
172(C) 348(C) 0
236(C) 289(C) 0
472(C) 24(C) 0
151(C) 386(C) 0
5(C) 387(C) 0
170(C) 221(C) 0
257(C) 368(C) 0
104(C) 470(C) 0
58(C) 321(C) 0
284(C) 71(C) 0
47(C) 2(C) 0
179(C) 44(C) 0
131(C) 475(C) 0
297(C) 65(C) 0
285(C) 12(C) 0
402(C) 10(C) 0
269(C) 164(C) 0
464(C) 4(C) 0
157(C) 358(C) 0
266(C) 193(C) 0
257(C) 153(C) 0
276(C) 497(C) 0
480(C) 136(C) 0
459(C) 87(C) 0
274(C) 10(C) 0
53(C) 147(C) 0
13(C) 268(C) 0
426(C) 124(C) 0
224(C) 458(C) 0
104(C) 322(C) 0
313(C) 10(C) 0
156(C) 423(C) 0
201(C) 281(C) 0
458(C) 238(C) 0
367(C) 90(C) 0
90(C) 391(C) 0
56(C) 295(C) 0
51(C) 473(C) 0
373(C) 151(C) 0
363(C) 493(C) 0
199(C) 216(C) 0
33(C) 468(C) 0
72(C) 247(C) 0
36(C) 154(C) 0
185(C) 247(C) 0
79(C) 139(C) 0
92(C) 268(C) 0
13(C) 354(C) 0
460(C) 157(C) 0
348(C) 358(C) 0
142(C) 167(C) 0
370(C) 186(C) 0
367(C) 110(C) 0
231(C) 273(C) 0
284(C) 302(C) 0
76(C) 71(C) 0
55(C) 181(C) 0
419(C) 124(C) 0
398(C) 195(C) 0
30(C) 447(C) 0
334(C) 447(C) 0
137(C) 364(C) 0
111(C) 468(C) 0
167(C) 425(C) 0
63(C) 484(C) 0
172(C) 183(C) 0
459(C) 252(C) 0
206(C) 349(C) 0
374(C) 434(C) 0
287(C) 116(C) 0
270(C) 114(C) 0
353(C) 379(C) 0
340(C) 493(C) 0
340(C) 455(C) 0
7(C) 83(C) 0
376(C) 99(C) 0
338(C) 434(C) 0
55(C) 433(C) 0
343(C) 270(C) 0
298(C) 12(C) 0
364(C) 423(C) 0
320(C) 210(C) 0
294(C) 343(C) 0
265(C) 91(C) 0
137(C) 79(C) 0
429(C) 142(C) 0
178(C) 245(C) 0
165(C) 124(C) 0
347(C) 32(C) 0
64(C) 465(C) 0
27(C) 432(C) 0
324(C) 96(C) 0
30(C) 20(C) 0
83(C) 283(C) 0
56(C) 156(C) 0
212(C) 493(C) 0
328(C) 145(C) 0
310(C) 48(C) 0
393(C) 425(C) 0
156(C) 149(C) 0
104(C) 163(C) 0
484(C) 193(C) 0
134(C) 261(C) 0
343(C) 110(C) 0
143(C) 427(C) 0
86(C) 314(C) 0
97(C) 108(C) 0
340(C) 291(C) 0
166(C) 173(C) 0
104(C) 373(C) 0
489(C) 325(C) 0
235(C) 429(C) 0
150(C) 248(C) 0
104(C) 324(C) 0
421(C) 349(C) 0
132(C) 181(C) 0
445(C) 142(C) 0
196(C) 48(C) 0
245(C) 327(C) 0
224(C) 209(C) 0
425(C) 383(C) 0
499(C) 108(C) 0
19(C) 96(C) 0
170(C) 232(C) 0
376(C) 246(C) 0
183(C) 425(C) 0
180(C) 215(C) 0
120(C) 16(C) 0
343(C) 383(C) 0
59(C) 8(C) 0
310(C) 138(C) 0
480(C) 334(C) 0
40(C) 385(C) 0
148(C) 251(C) 0
351(C) 5(C) 0
17(C) 313(C) 0
287(C) 88(C) 0
103(C) 238(C) 0
493(C) 314(C) 0
280(C) 169(C) 0
7(C) 314(C) 0
102(C) 141(C) 0
203(C) 191(C) 0
356(C) 73(C) 0
244(C) 352(C) 0
482(C) 161(C) 0
21(C) 443(C) 0
98(C) 273(C) 0
176(C) 252(C) 0
457(C) 409(C) 0
299(C) 181(C) 0
396(C) 207(C) 0
51(C) 271(C) 0
264(C) 142(C) 0
321(C) 72(C) 0
394(C) 359(C) 0
170(C) 220(C) 0
418(C) 497(C) 0
237(C) 111(C) 0
405(C) 54(C) 0
405(C) 228(C) 0
267(C) 431(C) 0
8(C) 434(C) 0
195(C) 342(C) 0
56(C) 107(C) 0
490(C) 96(C) 0
65(C) 192(C) 0
160(C) 184(C) 0
48(C) 386(C) 0
294(C) 228(C) 0
218(C) 73(C) 0
28(C) 118(C) 0
243(C) 497(C) 0
166(C) 413(C) 0
100(C) 305(C) 0
235(C) 198(C) 0
482(C) 219(C) 0
161(C) 361(C) 0
66(C) 126(C) 0
410(C) 216(C) 0
51(C) 44(C) 0
456(C) 345(C) 0
93(C) 193(C) 0
185(C) 369(C) 0
269(C) 227(C) 0
275(C) 227(C) 0
457(C) 117(C) 0
159(C) 355(C) 0
144(C) 433(C) 0
135(C) 450(C) 0
158(C) 50(C) 0
8(C) 379(C) 0
187(C) 1(C) 0
58(C) 115(C) 0
185(C) 210(C) 0
346(C) 233(C) 0
106(C) 151(C) 0
337(C) 5(C) 0
292(C) 361(C) 0
460(C) 280(C) 0
237(C) 149(C) 0
103(C) 383(C) 0
228(C) 193(C) 0
424(C) 329(C) 0
47(C) 356(C) 0
460(C) 263(C) 0
301(C) 372(C) 0
260(C) 394(C) 0
340(C) 499(C) 0
273(C) 401(C) 0
482(C) 35(C) 0
256(C) 383(C) 0
334(C) 10(C) 0
232(C) 95(C) 0
393(C) 118(C) 0
449(C) 151(C) 0
270(C) 209(C) 0
465(C) 307(C) 0
264(C) 177(C) 0
95(C) 184(C) 0
268(C) 443(C) 0
172(C) 87(C) 0
487(C) 105(C) 0
303(C) 412(C) 0
224(C) 283(C) 0
373(C) 41(C) 0
170(C) 498(C) 0
311(C) 264(C) 0
87(C) 359(C) 0
6(C) 121(C) 0
317(C) 295(C) 0
317(C) 241(C) 0
9(C) 112(C) 0
440(C) 360(C) 0
308(C) 101(C) 0
29(C) 364(C) 0
60(C) 351(C) 0
212(C) 283(C) 0
328(C) 104(C) 0
100(C) 46(C) 0
49(C) 281(C) 0
106(C) 215(C) 0
300(C) 450(C) 0
266(C) 19(C) 0
51(C) 216(C) 0
498(C) 412(C) 0
107(C) 175(C) 0
485(C) 71(C) 0
90(C) 152(C) 0
499(C) 336(C) 0
294(C) 491(C) 0
188(C) 493(C) 0
287(C) 350(C) 0
58(C) 410(C) 0
468(C) 281(C) 0
447(C) 291(C) 0
437(C) 358(C) 0
134(C) 15(C) 0
132(C) 228(C) 0
141(C) 413(C) 0
140(C) 491(C) 0
187(C) 367(C) 0
432(C) 313(C) 0
113(C) 388(C) 0
36(C) 373(C) 0
380(C) 302(C) 0
331(C) 70(C) 0
471(C) 483(C) 0
408(C) 272(C) 0
92(C) 88(C) 0
182(C) 336(C) 0
378(C) 226(C) 0
